,u10,v10,d2m,t2m,lsm,msl,siconc,sst,skt,tcc,Year,Yearday,Month,Day,Time,Airtemp,Pressure,Wndspd,Wnddir,Humidity,DelT,Date,ds_match
2013-04-09 06:00:00,6.1196904,-1.195892,250.60172,254.49936,0.08943986,98738.5,0.7550399,271.46017,255.52272,0.91500986,2013.0,99.0,4.0,9.0,600.0,-21.5,976.6,17.1,307.0,57.0,444.0,2013 4 9,True
2013-04-09 12:00:00,6.6110873,-0.69968253,251.04019,254.65427,0.08943986,98276.79,0.7550399,271.46017,255.80115,0.8783402,2013.0,99.0,4.0,9.0,1200.0,-20.2,972.0,18.9,308.0,43.0,444.0,2013 4 9,True
2013-04-09 18:00:00,6.5405416,0.3161857,250.74481,254.62071,0.08943986,97946.94,0.7550399,271.46017,255.59056,0.52688557,2013.0,99.0,4.0,9.0,1800.0,-22.9,968.1,18.7,296.0,41.0,444.0,2013 4 9,True
2013-04-10 00:00:00,6.337742,0.7842388,249.54391,254.099,0.08943986,98010.695,0.6986768,271.46017,255.1396,0.61384225,2013.0,100.0,4.0,10.0,0.0,-25.4,969.0,19.3,299.0,41.0,444.0,2013 4 10,True
2013-04-10 06:00:00,4.630538,1.4952099,249.75322,253.69666,0.08943986,98159.69,0.6986768,271.46017,254.4506,0.6738875,2013.0,100.0,4.0,10.0,600.0,-25.3,971.5,17.6,303.0,38.0,444.0,2013 4 10,True
2013-04-10 12:00:00,3.0734184,2.5207253,249.24515,253.15556,0.08943986,98449.06,0.6986768,271.46017,255.94318,0.9406988,2013.0,100.0,4.0,10.0,1200.0,-25.6,975.7,8.7,300.0,45.0,444.0,2013 4 10,True
2013-04-10 18:00:00,2.829889,0.5078759,249.60176,253.55911,0.08943986,98494.69,0.6986768,271.46017,255.12485,0.7656504,2013.0,100.0,4.0,10.0,1800.0,-25.2,976.0,11.2,303.0,40.7,444.0,2013 4 10,True
2013-04-11 00:00:00,4.8534794,-0.48509523,249.81348,253.91515,0.08943986,98442.234,0.741166,271.46017,256.09766,0.98353106,2013.0,101.0,4.0,11.0,0.0,-22.4,974.4,12.1,306.0,38.0,444.0,2013 4 11,True
2013-04-11 06:00:00,5.6626067,-1.3386501,251.12158,254.51056,0.08943986,98252.016,0.741166,271.46017,256.53784,0.95237994,2013.0,101.0,4.0,11.0,600.0,-21.4,971.9,18.7,304.0,40.1,444.0,2013 4 11,True
2013-04-11 12:00:00,6.7149987,-0.747656,250.59755,254.31982,0.08943986,98191.9,0.741166,271.46017,255.90959,0.8887579,2013.0,101.0,4.0,11.0,1200.0,-20.8,970.7,20.5,304.0,444.0,444.0,2013 4 11,True
2013-04-11 18:00:00,7.0130076,0.8081239,250.53659,254.28902,0.08943986,98171.51,0.741166,271.46017,256.04678,0.5332295,2013.0,101.0,4.0,11.0,1800.0,-21.1,970.9,22.0,306.0,40.0,444.0,2013 4 11,True
2013-04-12 00:00:00,6.3495207,0.51859814,250.64006,254.88124,0.08943986,98339.84,0.6859814,271.46017,255.88232,0.53060573,2013.0,102.0,4.0,12.0,0.0,-21.7,970.7,20.6,300.0,43.3,444.0,2013 4 12,True
2013-04-12 06:00:00,6.314813,-0.43415794,249.45644,254.68686,0.08943986,98379.586,0.6859814,271.46017,255.51357,0.33540154,2013.0,102.0,4.0,12.0,600.0,-23.1,973.4,21.8,293.0,42.0,444.0,2013 4 12,True
2013-04-12 12:00:00,8.486226,1.386856,248.40083,253.43912,0.08943986,98477.26,0.6859814,271.46017,256.5184,0.5958754,2013.0,102.0,4.0,12.0,1200.0,-26.8,974.8,19.9,291.0,44.6,444.0,2013 4 12,True
2013-04-12 18:00:00,8.094033,1.1197621,247.63333,252.49023,0.08943986,98507.03,0.6859814,271.46017,255.97122,0.6218972,2013.0,102.0,4.0,12.0,1800.0,-27.4,974.9,21.7,294.0,39.0,444.0,2013 4 12,True
2013-04-13 00:00:00,8.219058,1.147076,247.16338,252.10881,0.08943986,98553.68,0.6749114,271.46017,255.72769,0.6708552,2013.0,103.0,4.0,13.0,0.0,-27.5,974.7,20.9,298.0,38.0,444.0,2013 4 13,True
2013-04-13 06:00:00,7.626643,1.3469604,247.07343,251.94002,0.08943986,98559.266,0.6749114,271.46017,255.45729,0.7025693,2013.0,103.0,4.0,13.0,600.0,-28.8,974.5,22.2,297.0,39.6,444.0,2013 4 13,True
2013-04-13 12:00:00,7.472616,1.6756263,247.19917,251.81209,0.08943986,98739.914,0.6749114,271.46017,255.4511,0.79220873,2013.0,103.0,4.0,13.0,1200.0,-29.2,976.5,21.7,297.0,38.0,444.0,2013 4 13,True
2013-04-13 18:00:00,6.5681767,2.0083308,248.1446,252.19609,0.08943986,98928.09,0.6749114,271.46017,255.87572,0.8625808,2013.0,103.0,4.0,13.0,1800.0,-29.3,980.1,19.0,298.0,39.0,444.0,2013 4 13,True
2013-04-14 00:00:00,6.155554,3.0731025,248.85071,252.67316,0.08943986,99179.59,0.7068669,271.45996,257.05103,0.8596966,2013.0,104.0,4.0,14.0,0.0,-28.4,983.4,15.4,302.0,44.0,444.0,2013 4 14,True
2013-04-14 06:00:00,6.268537,3.555045,250.30307,254.09972,0.08943986,99267.64,0.7068669,271.45996,258.1413,0.9894252,2013.0,104.0,4.0,14.0,600.0,-27.2,984.8,13.0,308.0,49.0,444.0,2013 4 14,True
2013-04-14 12:00:00,3.5456474,5.0472174,251.4705,255.158,0.08943986,99302.9,0.7068669,271.45996,258.86453,0.99457973,2013.0,104.0,4.0,14.0,1200.0,-25.8,985.5,11.7,302.0,70.0,444.0,2013 4 14,True
2013-04-14 18:00:00,3.4684505,5.9835277,251.73964,255.3721,0.08943986,99254.82,0.7068669,271.45996,259.07608,1.0,2013.0,104.0,4.0,14.0,1800.0,-25.3,984.8,11.4,303.0,69.0,444.0,2013 4 14,True
2013-04-15 00:00:00,3.7911224,7.048735,251.85118,255.55623,0.08943986,99221.984,0.80211705,271.46017,259.12064,1.0,2013.0,105.0,4.0,15.0,0.0,-25.2,985.8,6.9,282.0,72.6,444.0,2013 4 15,True
2013-04-15 06:00:00,2.0345933,8.451007,251.37883,255.04181,0.08943986,99362.54,0.80211705,271.46017,259.11975,1.0,2013.0,105.0,4.0,15.0,600.0,-24.1,987.9,7.1,268.0,78.0,444.0,2013 4 15,True
2013-04-15 12:00:00,0.25392678,7.472825,250.61801,253.78696,0.08943986,99734.06,0.80211705,271.46017,257.25098,1.0,2013.0,105.0,4.0,15.0,1200.0,-23.6,990.6,7.0,274.0,78.5,444.0,2013 4 15,True
2013-04-15 18:00:00,-0.20313092,5.735496,249.36806,252.7603,0.08943986,100182.06,0.80211705,271.46017,256.63327,1.0,2013.0,105.0,4.0,15.0,1800.0,-23.4,993.6,5.6,250.0,79.0,444.0,2013 4 15,True
2013-04-16 00:00:00,1.2576503,4.6145864,248.57489,252.61436,0.08943986,100466.96,0.8718898,271.45996,255.07222,1.0,2013.0,106.0,4.0,16.0,0.0,-23.3,995.2,3.4,259.0,444.0,444.0,2013 4 16,True
2013-04-16 06:00:00,0.25056133,0.919471,249.05093,252.81422,0.08943986,100362.78,0.8718898,271.45996,254.68852,1.0,2013.0,106.0,4.0,16.0,600.0,-25.2,993.1,4.3,300.0,62.0,444.0,2013 4 16,True
2013-04-16 12:00:00,0.4204954,-2.8902164,248.05724,252.05777,0.08943986,100101.02,0.8718898,271.45996,252.67769,0.880036,2013.0,106.0,4.0,16.0,1200.0,-23.2,988.5,17.0,302.0,71.5,444.0,2013 4 16,True
2013-04-16 18:00:00,2.416978,-4.302396,246.39612,251.61629,0.08943986,99711.43,0.8718898,271.45996,251.38766,0.56239,2013.0,106.0,4.0,16.0,1800.0,-25.1,985.9,19.5,297.0,76.0,444.0,2013 4 16,True
2013-04-17 00:00:00,9.213975,-0.9373992,242.51624,248.37952,0.08943986,99548.695,0.8718898,271.46017,249.58414,0.45904312,2013.0,107.0,4.0,17.0,0.0,-30.5,981.7,29.1,292.0,70.2,444.0,2013 4 17,True
2013-04-17 06:00:00,10.454048,0.5924905,241.14854,246.63147,0.08943986,99267.63,0.8718898,271.46017,247.97194,0.6956801,2013.0,107.0,4.0,17.0,600.0,-31.5,978.8,26.9,288.0,70.0,444.0,2013 4 17,True
2013-04-17 12:00:00,9.9107485,1.5254005,240.92094,245.78632,0.08943986,99267.41,0.8718898,271.46017,247.97108,0.7348094,2013.0,107.0,4.0,17.0,1200.0,-33.4,444.0,16.1,280.0,68.8,444.0,2013 4 17,True
2013-04-17 18:00:00,9.224807,1.7498093,241.04474,245.64743,0.08943986,99489.62,0.8718898,271.46017,247.66039,0.8077819,2013.0,107.0,4.0,17.0,1800.0,-34.9,986.5,16.4,296.0,67.0,444.0,2013 4 17,True
2013-04-18 00:00:00,8.109126,2.9071567,242.94287,246.69768,0.08943986,99900.09,0.7975066,271.46017,248.42863,0.93703693,2013.0,108.0,4.0,18.0,0.0,-33.5,990.9,14.1,295.0,51.3,444.0,2013 4 18,True
2013-04-18 06:00:00,6.5508223,3.6913521,244.50755,248.18874,0.08943986,100218.984,0.7975066,271.46017,249.96762,0.99675864,2013.0,108.0,4.0,18.0,600.0,-32.4,994.9,12.3,303.0,47.0,444.0,2013 4 18,True
2013-04-18 12:00:00,5.383055,4.5427856,245.16643,249.72897,0.08943986,100459.19,0.7975066,271.46017,252.93994,0.99607426,2013.0,108.0,4.0,18.0,1200.0,-31.7,996.0,16.7,303.0,38.0,444.0,2013 4 18,True
2013-04-18 18:00:00,4.962045,1.443808,244.41838,248.70369,0.08943986,100401.62,0.7975066,271.46017,252.69937,0.9991712,2013.0,108.0,4.0,18.0,1800.0,-31.6,992.9,20.6,294.0,45.7,444.0,2013 4 18,True
2013-04-19 00:00:00,6.0946336,0.58092576,242.55634,247.92549,0.08943986,100330.06,0.82065403,271.46017,251.06335,0.96478754,2013.0,109.0,4.0,19.0,0.0,-29.4,990.7,17.9,294.0,39.0,444.0,2013 4 19,True
2013-04-19 06:00:00,7.075402,-1.3627384,241.9878,247.4686,0.08943986,100032.97,0.82065403,271.46017,250.51157,0.7463043,2013.0,109.0,4.0,19.0,600.0,-28.5,444.0,26.2,290.0,36.0,444.0,2013 4 19,True
2013-04-19 12:00:00,8.059536,-1.6140829,242.64494,247.57031,0.08943986,99852.6,0.82065403,271.46017,249.14874,0.62063146,2013.0,109.0,4.0,19.0,1200.0,-28.8,985.9,25.4,296.0,38.0,444.0,2013 4 19,True
2013-04-19 18:00:00,6.7201257,-2.2271023,242.84814,247.89423,0.08943986,99394.016,0.82065403,271.46017,249.06009,0.62720186,2013.0,109.0,4.0,19.0,1800.0,-29.2,444.0,26.2,302.0,36.6,444.0,2013 4 19,True
2013-04-20 00:00:00,6.3379517,-0.501774,243.12917,247.88261,0.08943986,99255.03,0.7959624,271.46017,248.862,0.7211602,2013.0,110.0,4.0,20.0,0.0,-28.8,978.9,24.1,297.0,35.0,444.0,2013 4 20,True
2013-04-20 06:00:00,5.818473,1.3955148,242.95624,247.29497,0.08943986,99162.695,0.7959624,271.46017,248.4349,0.7172329,2013.0,110.0,4.0,20.0,600.0,-29.8,980.2,20.5,294.0,35.0,444.0,2013 4 20,True
2013-04-20 12:00:00,5.5889587,1.9237165,243.42676,247.15427,0.08943986,99277.08,0.7959624,271.46017,249.46507,0.84820706,2013.0,110.0,4.0,20.0,1200.0,-31.4,982.0,18.2,296.0,36.0,444.0,2013 4 20,True
2013-04-20 18:00:00,5.7644925,1.4006871,244.24756,247.74802,0.08943986,99413.41,0.7959624,271.46017,249.64093,0.89627886,2013.0,110.0,4.0,20.0,1800.0,-30.9,983.0,22.2,307.0,34.0,444.0,2013 4 20,True
2013-04-21 00:00:00,5.5194654,0.46490037,244.19756,247.65605,0.08943986,99644.35,0.79779774,271.46017,249.91612,0.91631377,2013.0,111.0,4.0,21.0,0.0,-31.6,986.1,13.3,303.0,55.0,444.0,2013 4 21,True
2013-04-21 06:00:00,5.505897,-1.1706995,243.97394,248.0865,0.08943986,99783.77,0.79779774,271.46017,249.8783,0.8331753,2013.0,111.0,4.0,21.0,600.0,-29.6,986.1,17.5,291.0,37.0,444.0,2013 4 21,True
2013-04-21 12:00:00,7.9969587,0.3673264,242.38757,247.4447,0.08943986,100113.695,0.79779774,271.46017,249.2994,0.7337115,2013.0,111.0,4.0,21.0,1200.0,-31.8,987.1,30.1,293.0,37.0,444.0,2013 4 21,True
2013-04-21 18:00:00,9.588812,-0.78214675,242.95045,247.88474,0.08943986,100322.414,0.79779774,271.46017,249.87929,0.5959982,2013.0,111.0,4.0,21.0,1800.0,-30.2,991.5,25.4,292.0,39.0,444.0,2013 4 21,True
2013-04-22 00:00:00,9.643318,-2.9685836,243.06671,248.35396,0.08943986,100494.14,0.77279425,271.46017,250.75938,0.5414488,2013.0,112.0,4.0,22.0,0.0,-27.9,988.4,32.0,291.0,37.0,444.0,2013 4 22,True
2013-04-22 06:00:00,10.267208,-0.07698701,243.11331,248.85033,0.08943986,100562.37,0.77279425,271.46017,250.73561,0.4663215,2013.0,112.0,4.0,22.0,600.0,-26.1,444.0,24.9,286.0,42.0,444.0,2013 4 22,True
2013-04-22 12:00:00,10.411873,-0.79013747,244.38367,250.11983,0.08943986,100497.984,0.77279425,271.46017,251.71815,0.48100796,2013.0,112.0,4.0,22.0,1200.0,-23.4,989.4,28.4,292.0,36.0,444.0,2013 4 22,True
2013-04-22 18:00:00,10.015738,-1.0030395,246.10722,251.63063,0.08943986,100337.35,0.77279425,271.46017,253.20778,0.37965083,2013.0,112.0,4.0,22.0,1800.0,-20.4,988.8,28.4,291.0,35.0,444.0,2013 4 22,True
2013-04-23 00:00:00,8.607254,-2.8810928,246.78238,252.69218,0.08943986,100134.766,0.7110391,271.46017,253.71008,0.30931503,2013.0,113.0,4.0,23.0,0.0,-18.6,444.0,29.5,298.0,32.0,444.0,2013 4 23,True
2013-04-23 06:00:00,5.8684564,-3.9127097,247.51627,253.2467,0.08943986,99563.93,0.7110391,271.46017,254.2574,0.39066738,2013.0,113.0,4.0,23.0,600.0,-16.4,979.3,31.2,292.0,33.0,444.0,2013 4 23,True
2013-04-23 12:00:00,5.567345,-2.4784763,249.74106,255.02716,0.08943986,99182.016,0.7110391,271.46017,256.1144,0.5434992,2013.0,113.0,4.0,23.0,1200.0,-15.6,977.6,25.1,289.0,31.8,444.0,2013 4 23,True
2013-04-23 18:00:00,6.9206123,-2.6278884,250.96448,256.62228,0.08943986,98753.32,0.7110391,271.46017,257.00232,0.5101074,2013.0,113.0,4.0,23.0,1800.0,-14.5,975.5,22.5,296.0,36.0,444.0,2013 4 23,True
2013-04-24 00:00:00,8.15903,-2.9492028,251.8237,258.13654,0.08943986,98633.94,0.72965497,271.45996,258.316,0.59729576,2013.0,114.0,4.0,24.0,0.0,-13.3,972.2,28.9,294.0,31.0,444.0,2013 4 24,True
2013-04-24 06:00:00,13.150093,-0.42613816,251.21252,257.66144,0.08943986,98566.16,0.72965497,271.45996,258.52164,0.08539491,2013.0,114.0,4.0,24.0,600.0,-14.9,971.6,31.7,295.0,35.0,444.0,2013 4 24,True
2013-04-24 12:00:00,11.329118,2.4504938,248.85648,255.11348,0.08943986,99068.25,0.72965497,271.45996,257.75012,0.12752433,2013.0,114.0,4.0,24.0,1200.0,-21.1,973.7,35.9,285.0,35.0,444.0,2013 4 24,True
2013-04-24 18:00:00,6.9662313,0.5945536,248.11731,255.17778,0.08943986,99258.555,0.72965497,271.45996,256.63,0.11501197,2013.0,114.0,4.0,24.0,1800.0,-18.9,976.5,31.6,296.0,33.0,444.0,2013 4 24,True
2013-04-25 00:00:00,8.141992,-0.3522748,249.16931,255.21646,0.08943986,99104.83,0.6225536,271.46017,256.90573,0.18603645,2013.0,115.0,4.0,25.0,0.0,-17.0,978.7,22.9,291.0,33.4,444.0,2013 4 25,True
2013-04-25 06:00:00,6.8116007,3.7333686,247.74147,253.42793,0.08943986,99254.305,0.6225536,271.46017,255.92267,0.4074978,2013.0,115.0,4.0,25.0,600.0,-18.6,981.5,15.7,285.0,34.0,444.0,2013 4 25,True
2013-04-25 12:00:00,5.8067203,1.6704537,248.26428,253.88785,0.08943986,99129.625,0.6225536,271.46017,257.04266,0.4604466,2013.0,115.0,4.0,25.0,1200.0,-21.6,975.8,30.1,285.0,32.0,444.0,2013 4 25,True
2013-04-25 18:00:00,9.326273,1.4932051,247.77791,253.64636,0.08943986,99066.125,0.6225536,271.46017,257.5043,0.5577335,2013.0,115.0,4.0,25.0,1800.0,-22.1,974.4,32.1,287.0,31.0,444.0,2013 4 25,True
2013-04-26 00:00:00,7.6835947,2.409291,247.53552,253.26273,0.08943986,99033.81,0.70154643,271.46017,257.1613,0.6094406,2013.0,116.0,4.0,26.0,0.0,-24.0,977.6,22.4,292.0,36.9,444.0,2013 4 26,True
2013-04-26 06:00:00,6.324673,2.5209868,247.2575,252.6374,0.08943986,99067.21,0.70154643,271.46017,256.6405,0.6803772,2013.0,116.0,4.0,26.0,600.0,-25.2,979.1,18.3,295.0,38.0,444.0,2013 4 26,True
2013-04-26 12:00:00,6.354411,2.30669,245.9763,251.28801,0.08943986,99161.59,0.70154643,271.46017,254.21454,0.7600293,2013.0,116.0,4.0,26.0,1200.0,-26.7,980.7,19.7,293.0,35.2,444.0,2013 4 26,True
2013-04-26 18:00:00,6.856483,1.3864782,245.56723,250.76958,0.08943986,99177.62,0.70154643,271.46017,253.96094,0.701785,2013.0,116.0,4.0,26.0,1800.0,-29.3,979.4,23.7,293.0,37.0,444.0,2013 4 26,True
2013-04-27 00:00:00,6.5673347,1.6955012,244.63945,249.95955,0.08943986,99190.41,0.70154643,271.46017,253.71176,0.7188721,2013.0,117.0,4.0,27.0,0.0,-31.0,980.2,23.8,296.0,35.0,444.0,2013 4 27,True
2013-04-27 06:00:00,5.5321913,0.7679668,243.99011,249.14972,0.08943986,99234.77,0.70154643,271.46017,253.17593,0.7638418,2013.0,117.0,4.0,27.0,600.0,-31.6,979.9,20.1,294.0,35.2,444.0,2013 4 27,True
2013-04-27 12:00:00,5.486572,0.66173375,243.8311,248.47318,0.08943986,99295.17,0.70154643,271.46017,252.64708,0.89205724,2013.0,117.0,4.0,27.0,1200.0,-31.5,982.0,17.7,304.0,33.0,444.0,2013 4 27,True
2013-04-27 18:00:00,3.626631,0.33184755,244.51038,249.19775,0.08943986,99251.055,0.70154643,271.46017,253.75131,0.9970436,2013.0,117.0,4.0,27.0,1800.0,-28.9,980.9,16.5,305.0,31.5,444.0,2013 4 27,True
2013-04-28 00:00:00,2.3753028,1.8264037,245.98782,250.82005,0.08943986,99297.9,0.7516387,271.46017,254.8332,1.0,2013.0,118.0,4.0,28.0,0.0,-26.1,983.0,7.5,302.0,61.0,444.0,2013 4 28,True
2013-04-28 06:00:00,1.0804592,3.535286,247.45128,251.96204,0.08943986,99325.22,0.7516387,271.46017,255.66843,0.9996683,2013.0,118.0,4.0,28.0,600.0,-26.7,984.3,3.4,292.0,75.8,444.0,2013 4 28,True
2013-04-28 12:00:00,4.8919997,5.6700006,248.99013,252.59637,0.08943986,99369.016,0.7516387,271.46017,255.92567,1.0,2013.0,118.0,4.0,28.0,1200.0,-25.3,985.0,4.2,297.0,77.0,444.0,2013 4 28,True
2013-04-28 18:00:00,4.1695104,5.617117,251.18141,254.66718,0.08943986,99166.1,0.7516387,271.46017,257.3144,1.0,2013.0,118.0,4.0,28.0,1800.0,-23.3,984.9,4.6,289.0,80.0,444.0,2013 4 28,True
2013-04-29 00:00:00,5.9112887,7.287614,252.49193,255.65475,0.08943986,99086.04,0.87379813,271.46017,258.48593,1.0,2013.0,119.0,4.0,29.0,0.0,-21.8,984.6,2.3,282.0,80.0,444.0,2013 4 29,True
2013-04-29 06:00:00,3.4331906,6.1063232,253.39021,256.66858,0.08943986,99066.19,0.87379813,271.46017,259.0016,1.0,2013.0,119.0,4.0,29.0,600.0,-18.8,984.2,7.5,310.0,84.0,444.0,2013 4 29,True
2013-04-29 12:00:00,5.2956557,4.879093,252.79114,256.19156,0.08943986,99014.305,0.87379813,271.46017,257.57196,1.0,2013.0,119.0,4.0,29.0,1200.0,-19.4,982.9,2.7,243.0,84.0,444.0,2013 4 29,True
2013-04-29 18:00:00,6.8676314,6.7630744,252.74188,256.3729,0.08943986,98778.695,0.87379813,271.46017,257.80365,1.0,2013.0,119.0,4.0,29.0,1800.0,-17.6,981.0,7.4,252.0,85.0,444.0,2013 4 29,True
2013-04-30 00:00:00,6.770373,6.4136906,253.77081,257.07022,0.08943986,98676.66,0.8790516,271.46017,258.52448,1.0,2013.0,120.0,4.0,30.0,0.0,-16.5,979.6,8.0,239.0,87.0,444.0,2013 4 30,True
2013-04-30 06:00:00,5.315113,5.944359,254.25946,257.48007,0.08943986,98795.98,0.8790516,271.46017,258.46173,1.0,2013.0,120.0,4.0,30.0,600.0,-16.6,981.1,6.6,277.0,86.4,444.0,2013 4 30,True
2013-04-30 12:00:00,4.76729,5.427984,255.85258,258.9249,0.08943986,98966.4,0.8790516,271.46017,259.0272,1.0,2013.0,120.0,4.0,30.0,1200.0,-14.2,981.6,8.2,266.0,89.0,444.0,2013 4 30,True
2013-04-30 18:00:00,4.094232,3.6395433,256.65384,259.5955,0.08943986,99080.88,0.8790516,271.46017,259.05865,1.0,2013.0,120.0,4.0,30.0,1800.0,-15.4,982.6,7.1,227.0,87.6,444.0,2013 4 30,True
2013-05-01 00:00:00,5.232184,3.5486522,256.4602,259.6309,0.08943986,99232.62,0.92011666,271.46017,259.19705,1.0,2013.0,121.0,5.0,1.0,0.0,-17.4,983.7,5.9,293.0,86.0,444.0,2013 5 1,True
2013-05-01 06:00:00,5.3612576,2.508899,256.7645,259.74396,0.08943986,99216.805,0.92011666,271.46017,259.231,0.9996683,2013.0,121.0,5.0,1.0,600.0,-15.6,984.1,7.7,298.0,87.0,444.0,2013 5 1,True
2013-05-01 12:00:00,5.027884,2.6614199,256.3208,259.23965,0.08943986,99356.84,0.92011666,271.46017,258.83194,0.99920094,2013.0,121.0,5.0,1.0,1200.0,-16.4,984.5,8.4,299.0,87.0,444.0,2013 5 1,True
2013-05-01 18:00:00,4.235165,2.5236888,256.371,259.104,0.08943986,99339.27,0.92011666,271.46017,258.8302,0.99863154,2013.0,121.0,5.0,1.0,1800.0,-17.8,986.3,6.5,290.0,79.0,444.0,2013 5 1,True
2013-05-02 00:00:00,3.0429442,2.5735226,255.92421,258.76562,0.08943986,99530.53,0.8920129,271.46017,258.5774,1.0,2013.0,122.0,5.0,2.0,0.0,-18.5,985.5,12.0,305.0,74.4,444.0,2013 5 2,True
2013-05-02 06:00:00,4.2065315,1.5625355,255.59552,258.60693,0.08943986,99412.75,0.8920129,271.46017,258.28134,1.0,2013.0,122.0,5.0,2.0,600.0,-20.1,985.4,12.5,305.0,80.0,444.0,2013 5 2,True
2013-05-02 12:00:00,4.1020417,1.6461911,254.45276,258.0251,0.08943986,99287.695,0.8920129,271.46017,258.42697,0.9989849,2013.0,122.0,5.0,2.0,1200.0,-21.7,983.6,14.7,296.0,80.9,444.0,2013 5 2,True
2013-05-02 18:00:00,4.077536,1.7211878,253.80333,257.7252,0.08943986,99081.42,0.8920129,271.46017,257.99182,0.99779874,2013.0,122.0,5.0,2.0,1800.0,-23.7,981.4,15.8,303.0,79.0,444.0,2013 5 2,True
2013-05-03 00:00:00,4.316648,1.6693497,253.31618,257.15356,0.08943986,99021.54,0.85557103,271.46017,257.61078,1.0,2013.0,123.0,5.0,3.0,0.0,-23.3,980.6,19.5,303.0,80.1,444.0,2013 5 3,True
2013-05-03 06:00:00,4.7843285,1.3691019,252.90378,257.0142,0.08943986,98990.5,0.85557103,271.46017,257.70508,1.0,2013.0,123.0,5.0,3.0,600.0,-24.3,979.6,21.1,297.0,79.0,444.0,2013 5 3,True
2013-05-03 12:00:00,5.9792314,1.1129628,252.86855,257.09302,0.08943986,99148.33,0.85557103,271.46017,258.0645,1.0,2013.0,123.0,5.0,3.0,1200.0,-25.8,982.4,17.6,295.0,77.2,444.0,2013 5 3,True
2013-05-03 18:00:00,6.269247,0.39841756,251.3335,255.44844,0.08943986,99214.805,0.85557103,271.46017,255.44048,0.21510899,2013.0,123.0,5.0,3.0,1800.0,-26.4,983.1,18.4,303.0,77.0,444.0,2013 5 3,True
2013-05-04 00:00:00,6.5197177,0.63328683,249.53505,253.6519,0.08943986,99499.46,0.8299115,271.46017,254.29343,0.42799655,2013.0,124.0,5.0,4.0,0.0,-27.6,983.5,22.8,298.0,75.0,444.0,2013 5 4,True
2013-05-04 06:00:00,5.0386643,-0.081549,248.76526,253.13928,0.08943986,99586.73,0.8299115,271.46017,252.95148,0.19164632,2013.0,124.0,5.0,4.0,600.0,-26.5,984.5,18.6,300.0,74.0,444.0,2013 5 4,True
2013-05-04 12:00:00,5.51326,-0.08561704,247.9356,252.62875,0.08943986,99621.516,0.8299115,271.46017,252.49712,0.64686453,2013.0,124.0,5.0,4.0,1200.0,-26.3,983.1,23.2,292.0,76.0,444.0,2013 5 4,True
2013-05-04 18:00:00,5.3525543,-0.11769619,247.81589,252.42079,0.08943986,99406.48,0.8299115,271.46017,252.20801,0.50876373,2013.0,124.0,5.0,4.0,1800.0,-24.2,981.7,23.3,298.0,77.0,444.0,2013 5 4,True
2013-05-05 00:00:00,6.23638,1.3729374,247.14626,251.66196,0.08943986,99265.055,0.8266683,271.46017,252.39944,0.5520501,2013.0,125.0,5.0,5.0,0.0,-25.5,981.2,20.4,286.0,77.0,444.0,2013 5 5,True
2013-05-05 06:00:00,6.3529124,1.1733437,246.77084,251.3821,0.08943986,99247.67,0.8266683,271.46017,251.93916,0.44144213,2013.0,125.0,5.0,5.0,600.0,-26.5,982.0,15.8,285.0,444.0,444.0,2013 5 5,True
2013-05-05 12:00:00,5.7903924,1.1045942,246.60439,251.10149,0.08943986,99287.234,0.8266683,271.46017,252.03624,0.44712347,2013.0,125.0,5.0,5.0,1200.0,-27.1,982.4,18.6,292.0,76.0,444.0,2013 5 5,True
2013-05-05 18:00:00,4.2645082,-0.017797533,246.64348,251.04343,0.08943986,99382.71,0.8266683,271.46017,251.58386,0.5141636,2013.0,125.0,5.0,5.0,1800.0,-27.4,984.7,5.0,306.0,66.0,444.0,2013 5 5,True
2013-05-06 00:00:00,4.418956,-0.22587603,246.28261,251.35413,0.08943986,99412.48,0.83845073,271.46017,251.86234,0.81766486,2013.0,126.0,5.0,6.0,0.0,-24.6,982.7,22.8,299.0,71.0,444.0,2013 5 6,True
2013-05-06 06:00:00,2.9293568,-2.2840254,245.61584,250.53658,0.08943986,99267.97,0.83845073,271.46017,251.05376,0.35721698,2013.0,126.0,5.0,6.0,600.0,-22.8,981.9,12.0,304.0,44.0,444.0,2013 5 6,True
2013-05-06 12:00:00,1.6695886,-2.6972187,245.9615,249.9385,0.08943986,99061.555,0.83845073,271.46017,250.74362,0.73438245,2013.0,126.0,5.0,6.0,1200.0,-21.8,978.3,17.3,294.0,444.0,444.0,2013 5 6,True
2013-05-06 18:00:00,5.5156264,0.9315298,244.87279,249.9446,0.08943986,98883.96,0.83845073,271.46017,250.44325,0.4573662,2013.0,126.0,5.0,6.0,1800.0,-21.3,975.3,22.2,294.0,77.0,444.0,2013 5 6,True
2013-05-07 00:00:00,8.882493,4.087256,243.98381,249.10884,0.08943986,98986.08,0.7960273,271.46017,250.8984,0.528481,2013.0,127.0,5.0,7.0,0.0,-25.4,977.2,25.6,287.0,77.0,444.0,2013 5 7,True
2013-05-07 06:00:00,10.162534,2.1776474,242.19934,247.89104,0.08943986,98960.88,0.7960273,271.46017,249.98662,0.60695666,2013.0,127.0,5.0,7.0,600.0,-28.7,977.8,23.6,290.0,74.0,444.0,2013 5 7,True
