,u10,v10,d2m,t2m,lsm,msl,siconc,sst,skt,tcc,Year,Yearday,Month,Day,Time,Airtemp,Pressure,Wndspd,Wnddir,Humidity,DelT,Date,ds_match
2012-02-07 06:00:00,5.3434567,0.4085876,259.42725,268.40588,0.08943986,99917.29,0.023871776,271.5099,270.54712,0.0,2012.0,38.0,2.0,7.0,600.0,-4.8,988.5,7.5,298.0,444.0,444.0,2012 2 7,True
2012-02-07 12:00:00,5.348006,-0.72670573,260.208,268.17227,0.08943986,99824.4,0.023871776,271.5099,270.21362,0.0,2012.0,38.0,2.0,7.0,1200.0,-7.6,987.5,8.8,318.0,48.0,444.0,2012 2 7,True
2012-02-07 18:00:00,6.4590325,-0.7652646,260.68158,267.58554,0.08943986,99663.59,0.023871776,271.5099,270.29724,0.003899201,2012.0,38.0,2.0,7.0,1800.0,-8.5,984.9,17.7,299.0,44.3,444.0,2012 2 7,True
2012-02-08 00:00:00,7.4391184,-0.751288,259.41595,268.2929,0.08943986,99511.54,0.024837362,271.5544,270.73685,0.0,2012.0,39.0,2.0,8.0,0.0,-6.0,983.6,16.1,296.0,39.6,444.0,2012 2 8,True
2012-02-08 06:00:00,8.449914,0.072831854,259.46622,269.05215,0.08943986,99447.12,0.024837362,271.5544,270.6619,0.0,2012.0,39.0,2.0,8.0,600.0,-4.2,981.3,20.6,291.0,40.0,444.0,2012 2 8,True
2012-02-08 12:00:00,9.55726,-0.5413209,258.24506,267.35162,0.08943986,99319.65,0.024837362,271.5544,270.2675,0.0,2012.0,39.0,2.0,8.0,1200.0,-7.2,444.0,26.0,288.0,33.1,444.0,2012 2 8,True
2012-02-08 18:00:00,8.853912,-1.7182239,256.91965,265.9723,0.08943986,99198.21,0.024837362,271.5544,270.1821,0.0,2012.0,39.0,2.0,8.0,1800.0,-10.6,978.3,26.4,297.0,38.0,444.0,2012 2 8,True
2012-02-09 00:00:00,6.367558,-2.3220034,257.6959,266.84506,0.08943986,99194.46,0.02495011,271.58688,270.65567,0.07331261,2012.0,40.0,2.0,9.0,0.0,-7.6,979.4,19.3,289.0,38.0,444.0,2012 2 9,True
2012-02-09 06:00:00,5.8027496,-0.56087637,258.2863,267.6863,0.08943986,99226.18,0.02495011,271.58688,270.58054,0.31460968,2012.0,40.0,2.0,9.0,600.0,-5.4,980.1,12.4,292.0,40.0,444.0,2012 2 9,True
2012-02-09 12:00:00,5.9362416,-0.21640338,259.34317,267.49503,0.08943986,99264.266,0.02495011,271.58688,270.3326,0.29837075,2012.0,40.0,2.0,9.0,1200.0,-8.5,982.1,11.7,293.0,48.0,444.0,2012 2 9,True
2012-02-09 18:00:00,7.909822,0.2347384,259.6375,266.1782,0.08943986,99359.53,0.02495011,271.58688,270.3224,0.26129788,2012.0,40.0,2.0,9.0,1800.0,-10.8,983.2,13.4,296.0,49.0,444.0,2012 2 9,True
2012-02-10 00:00:00,7.8264985,0.24310692,259.62006,266.54004,0.08943986,99395.96,0.02234074,271.57043,270.69702,0.15129541,2012.0,41.0,2.0,10.0,0.0,-10.0,982.8,16.2,300.0,41.3,444.0,2012 2 10,True
2012-02-10 06:00:00,7.08116,-0.31999227,259.04294,267.0823,0.08943986,99305.35,0.02234074,271.57043,270.56158,0.10649435,2012.0,41.0,2.0,10.0,600.0,-7.3,981.2,13.7,306.0,43.0,444.0,2012 2 10,True
2012-02-10 12:00:00,7.3079143,-0.61198795,258.5627,266.2935,0.08943986,99168.195,0.02234074,271.57043,270.11975,0.05088116,2012.0,41.0,2.0,10.0,1200.0,-8.9,980.3,13.2,304.0,44.0,444.0,2012 2 10,True
2012-02-10 18:00:00,6.7360067,-0.6935805,257.60165,264.92227,0.08943986,98906.67,0.02234074,271.57043,270.083,0.038182855,2012.0,41.0,2.0,10.0,1800.0,-12.1,978.2,15.8,293.0,46.6,444.0,2012 2 10,True
2012-02-11 00:00:00,6.7327204,-1.0513906,256.7777,265.26248,0.08943986,98718.5,0.019548254,271.62766,270.5188,0.013734343,2012.0,42.0,2.0,11.0,0.0,-10.5,975.3,17.3,295.0,37.5,444.0,2012 2 11,True
2012-02-11 06:00:00,6.0454903,-1.2790828,257.08487,266.13412,0.08943986,98432.66,0.019548254,271.62766,270.35654,0.015775904,2012.0,42.0,2.0,11.0,600.0,-5.5,972.8,5.0,308.0,444.0,444.0,2012 2 11,True
2012-02-11 12:00:00,5.9989247,-2.005367,256.98016,265.755,0.08943986,98248.69,0.019548254,271.62766,270.06055,0.099299505,2012.0,42.0,2.0,11.0,1200.0,-8.1,971.5,7.9,293.0,42.0,444.0,2012 2 11,True
2012-02-11 18:00:00,6.435184,-0.56837296,256.70224,264.45688,0.08943986,98172.12,0.019548254,271.62766,270.05627,0.09421247,2012.0,42.0,2.0,11.0,1800.0,-11.7,971.1,14.4,298.0,42.0,444.0,2012 2 11,True
2012-02-12 00:00:00,5.698838,0.3770896,256.80606,264.89532,0.08943986,98364.13,0.01943211,271.59662,270.55197,0.081468396,2012.0,43.0,2.0,12.0,0.0,-9.9,973.3,10.4,295.0,43.0,444.0,2012 2 12,True
2012-02-12 06:00:00,6.1455626,0.14678234,259.1321,266.78116,0.08943986,98659.29,0.01943211,271.59662,270.5375,0.12714083,2012.0,43.0,2.0,12.0,600.0,-7.9,976.8,6.0,308.0,56.0,444.0,2012 2 12,True
2012-02-12 12:00:00,5.916627,0.3635489,261.8977,267.7167,0.08943986,99045.9,0.01943211,271.59662,270.2795,0.3227,2012.0,43.0,2.0,12.0,1200.0,-8.8,981.9,4.0,288.0,83.7,444.0,2012 2 12,True
2012-02-12 18:00:00,4.4728837,2.0962288,263.22827,268.1356,0.08943986,99512.65,0.01943211,271.59662,270.522,0.74033254,2012.0,43.0,2.0,12.0,1800.0,-9.7,986.5,6.9,301.0,77.0,444.0,2012 2 12,True
2012-02-13 00:00:00,4.1640153,3.1045713,264.17682,269.06,0.08943986,99989.21,0.023837017,271.5318,271.01166,0.86210924,2012.0,44.0,2.0,13.0,0.0,-8.3,991.0,6.2,299.0,77.0,444.0,2012 2 13,True
2012-02-13 06:00:00,4.7967386,2.4163227,265.41446,269.47388,0.08943986,100333.79,0.023837017,271.5318,271.02835,0.8135114,2012.0,44.0,2.0,13.0,600.0,-7.0,994.4,5.2,278.0,84.2,444.0,2012 2 13,True
2012-02-13 12:00:00,3.336799,2.144435,265.89313,269.12567,0.08943986,100648.516,0.023837017,271.5318,270.68378,0.9360403,2012.0,44.0,2.0,13.0,1200.0,-7.4,996.6,9.5,275.0,94.0,444.0,2012 2 13,True
2012-02-13 18:00:00,2.1191266,2.132986,264.83228,268.58755,0.08943986,100894.59,0.023837017,271.5318,270.82135,0.9408253,2012.0,44.0,2.0,13.0,1800.0,-7.6,999.4,3.1,219.0,94.0,444.0,2012 2 13,True
2012-02-14 00:00:00,3.2710922,2.448402,264.19757,268.7866,0.08943986,101044.73,0.019813597,271.50217,271.11826,0.9918907,2012.0,45.0,2.0,14.0,0.0,-7.4,1000.9,3.6,205.0,87.0,444.0,2012 2 14,True
2012-02-14 06:00:00,6.9446716,0.8059737,260.07523,267.5527,0.08943986,100935.4,0.019813597,271.50217,270.81277,0.6542168,2012.0,45.0,2.0,14.0,600.0,-9.2,998.3,13.1,290.0,75.0,444.0,2012 2 14,True
2012-02-14 12:00:00,7.5587792,-0.104126476,256.95923,266.03018,0.08943986,100728.9,0.019813597,271.50217,270.13712,0.23664695,2012.0,45.0,2.0,14.0,1200.0,-11.9,994.0,24.0,290.0,86.0,444.0,2012 2 14,True
2012-02-14 18:00:00,9.318753,0.85705614,257.6156,265.05084,0.08943986,100649.08,0.019813597,271.50217,270.1853,0.28003165,2012.0,45.0,2.0,14.0,1800.0,-14.1,997.4,13.2,293.0,72.4,444.0,2012 2 14,True
2012-02-15 06:00:00,8.03937,1.78738,257.37378,266.45334,0.08943986,100550.09,0.01684817,271.4571,270.37665,0.22774343,2012.0,46.0,2.0,15.0,600.0,-9.2,994.5,13.7,289.0,61.5,444.0,2012 2 15,True
2012-02-15 12:00:00,8.493219,1.6527292,256.85376,265.23788,0.08943986,100497.36,0.01684817,271.4571,269.95618,0.29587382,2012.0,46.0,2.0,15.0,1200.0,-12.0,992.5,16.7,285.0,69.0,444.0,2012 2 15,True
2012-02-15 18:00:00,7.987098,0.27044973,255.24188,263.67126,0.08943986,100268.78,0.01684817,271.4571,269.83618,0.015187207,2012.0,46.0,2.0,15.0,1800.0,-14.5,444.0,21.4,291.0,75.0,444.0,2012 2 15,True
2012-02-16 00:00:00,7.605634,0.83793664,255.2387,264.10974,0.08943986,100150.87,0.015274746,271.45117,270.2283,0.06470585,2012.0,47.0,2.0,16.0,0.0,-12.0,990.1,15.5,295.0,66.0,444.0,2012 2 16,True
2012-02-16 06:00:00,6.699617,1.5225238,255.8835,264.7803,0.08943986,100039.016,0.015274746,271.45117,270.10803,0.07430206,2012.0,47.0,2.0,16.0,600.0,-10.1,989.9,11.4,280.0,54.0,444.0,2012 2 16,True
2012-02-16 12:00:00,7.099277,3.4060686,257.09717,264.22327,0.08943986,100091.16,0.015274746,271.45117,269.87253,0.63877296,2012.0,47.0,2.0,16.0,1200.0,-13.8,991.7,9.2,289.0,51.0,444.0,2012 2 16,True
2012-02-16 18:00:00,8.473736,3.3232846,257.7582,263.37735,0.08943986,100072.02,0.015274746,271.45117,269.9228,0.8799742,2012.0,47.0,2.0,16.0,1800.0,-16.1,991.2,15.8,291.0,60.0,444.0,2012 2 16,True
2012-02-17 00:00:00,6.938229,3.9731774,258.53784,264.27548,0.08943986,100066.35,0.110794045,271.43564,270.32434,0.97468686,2012.0,48.0,2.0,17.0,0.0,-14.8,991.5,11.8,292.0,57.6,444.0,2012 2 17,True
2012-02-17 06:00:00,5.113548,4.2193503,259.4616,265.32675,0.08943986,99858.016,0.110794045,271.43564,270.32117,0.9479881,2012.0,48.0,2.0,17.0,600.0,-12.8,989.8,9.8,300.0,50.0,444.0,2012 2 17,True
2012-02-17 12:00:00,6.9117513,3.7481878,257.54965,264.0743,0.08943986,99555.055,0.110794045,271.43564,269.00122,0.37044373,2012.0,48.0,2.0,17.0,1200.0,-13.6,987.4,4.8,298.0,66.9,444.0,2012 2 17,True
2012-02-17 18:00:00,8.25211,2.4207106,257.16772,263.3422,0.08943986,99252.71,0.110794045,271.43564,268.88666,0.21558644,2012.0,48.0,2.0,17.0,1800.0,-15.0,983.2,16.8,297.0,61.0,444.0,2012 2 17,True
2012-02-18 00:00:00,7.745304,2.3751779,257.31912,264.22232,0.08943986,99015.79,0.226767,271.4716,269.64706,0.064845994,2012.0,49.0,2.0,18.0,0.0,-13.9,980.5,16.5,302.0,47.1,444.0,2012 2 18,True
2012-02-18 06:00:00,6.8529854,2.890042,258.6163,265.84082,0.08943986,98793.94,0.226767,271.4716,269.69705,0.99871814,2012.0,49.0,2.0,18.0,600.0,-10.3,978.4,13.8,306.0,46.0,444.0,2012 2 18,True
2012-02-18 12:00:00,7.8122735,3.3774474,260.48087,266.77417,0.08943986,98763.99,0.226767,271.4716,269.27704,1.0,2012.0,49.0,2.0,18.0,1200.0,-10.0,979.5,9.1,299.0,78.7,444.0,2012 2 18,True
2012-02-18 18:00:00,5.421759,7.2257514,266.51044,268.8862,0.08943986,98784.27,0.226767,271.4716,270.15683,1.0,2012.0,49.0,2.0,18.0,1800.0,-8.3,979.7,12.3,304.0,94.0,444.0,2012 2 18,True
2012-02-19 00:00:00,-1.4713396,7.9468045,270.01465,271.29236,0.08943986,99319.56,0.30506682,271.4609,270.96448,1.0,2012.0,50.0,2.0,19.0,0.0,-1.9,983.0,7.9,157.0,97.0,444.0,2012 2 19,True
2012-02-19 06:00:00,-0.7484555,7.2698894,270.62643,271.58502,0.08943986,99604.4,0.30506682,271.4609,271.0704,1.0,2012.0,50.0,2.0,19.0,600.0,-2.2,986.2,6.9,165.0,97.0,444.0,2012 2 19,True
2012-02-19 12:00:00,-0.058938127,8.06321,270.19867,271.24246,0.08943986,99888.8,0.30506682,271.4609,270.97574,1.0,2012.0,50.0,2.0,19.0,1200.0,-2.6,989.3,5.1,191.0,100.0,444.0,2012 2 19,True
2012-02-19 18:00:00,4.3151493,3.9818075,269.75906,270.79892,0.08943986,99861.52,0.30506682,271.4609,270.78485,1.0,2012.0,50.0,2.0,19.0,1800.0,-2.9,989.6,4.0,238.0,99.5,444.0,2012 2 19,True
2012-02-20 00:00:00,5.1115494,2.1972609,269.78836,271.60886,0.08943986,99592.94,0.3052309,271.4597,271.4747,1.0,2012.0,51.0,2.0,20.0,0.0,-1.4,985.8,8.1,305.0,84.0,444.0,2012 2 20,True
2012-02-20 06:00:00,4.718884,2.074349,269.77087,272.4783,0.08943986,99173.734,0.3052309,271.4597,271.5128,0.99624133,2012.0,51.0,2.0,20.0,600.0,-0.8,980.7,10.4,305.0,76.0,444.0,2012 2 20,True
2012-02-20 12:00:00,4.9550776,1.653746,269.51566,272.29657,0.08943986,98952.17,0.3052309,271.4597,271.09543,1.0,2012.0,51.0,2.0,20.0,1200.0,-0.8,978.8,11.1,316.0,95.0,444.0,2012 2 20,True
2012-02-20 18:00:00,4.621756,1.7793021,268.89874,271.7227,0.08943986,98704.56,0.3052309,271.4597,270.72913,0.6252635,2012.0,51.0,2.0,20.0,1800.0,0.1,976.0,13.5,312.0,92.0,444.0,2012 2 20,True
2012-02-21 00:00:00,5.720741,3.3260162,267.97736,272.19995,0.08943986,98807.19,0.27277648,271.45212,271.45874,0.12595984,2012.0,52.0,2.0,21.0,0.0,-0.6,978.5,1.9,278.0,48.0,444.0,2012 2 21,True
2012-02-21 06:00:00,4.9252086,2.2788243,267.49365,271.83197,0.08943986,98838.4,0.27277648,271.45212,270.97876,0.0479429,2012.0,52.0,2.0,21.0,600.0,-4.6,978.0,14.1,286.0,72.0,444.0,2012 2 21,True
2012-02-21 12:00:00,4.8001304,0.07309332,263.6767,269.94217,0.08943986,98810.016,0.27277648,271.45212,269.4476,0.42943412,2012.0,52.0,2.0,21.0,1200.0,-8.6,977.2,18.4,298.0,83.0,444.0,2012 2 21,True
2012-02-21 18:00:00,8.842475,1.3047402,261.01733,268.41757,0.08943986,98762.19,0.27277648,271.45212,269.06604,0.27925387,2012.0,52.0,2.0,21.0,1800.0,-9.9,444.0,19.6,294.0,80.0,444.0,2012 2 21,True
2012-02-22 00:00:00,8.181643,2.8652565,260.32217,268.116,0.08943986,99093.16,0.34934643,271.46738,269.67322,0.23735167,2012.0,53.0,2.0,22.0,0.0,-9.9,979.2,19.1,290.0,71.0,444.0,2012 2 22,True
2012-02-22 06:00:00,6.066472,0.2825666,259.11688,268.19327,0.08943986,99035.15,0.34934643,271.46738,269.2916,0.003855833,2012.0,53.0,2.0,22.0,600.0,-8.9,976.7,22.4,290.0,77.0,444.0,2012 2 22,True
2012-02-22 12:00:00,7.3353386,0.26888064,258.35345,266.47888,0.08943986,98934.5,0.34934643,271.46738,267.3535,0.0039232955,2012.0,53.0,2.0,22.0,1200.0,-11.5,444.0,26.7,293.0,83.0,444.0,2012 2 22,True
2012-02-22 18:00:00,8.045154,0.81867164,257.44778,265.2003,0.08943986,98919.63,0.34934643,271.46738,267.01114,0.0008207999,2012.0,53.0,2.0,22.0,1800.0,-13.5,444.0,26.2,306.0,81.4,444.0,2012 2 22,True
2012-02-23 00:00:00,6.8465962,1.7920294,257.4756,265.8015,0.08943986,99049.9,0.32296365,271.4605,268.54147,0.02071797,2012.0,54.0,2.0,23.0,0.0,-11.7,977.9,22.8,288.0,68.0,444.0,2012 2 23,True
2012-02-23 06:00:00,7.1774726,-0.31182715,257.22424,266.44025,0.08943986,98882.56,0.32296365,271.4605,268.16333,0.0,2012.0,54.0,2.0,23.0,600.0,-10.1,975.6,20.9,292.0,74.3,444.0,2012 2 23,True
2012-02-23 12:00:00,7.093281,-2.934703,256.40588,265.49326,0.08943986,98574.055,0.32296365,271.4605,267.00803,0.014776807,2012.0,54.0,2.0,23.0,1200.0,-13.1,971.6,31.0,292.0,84.0,444.0,2012 2 23,True
2012-02-23 18:00:00,6.1129065,-2.6307647,256.09067,264.63696,0.08943986,98309.44,0.32296365,271.4605,266.9856,0.14729662,2012.0,54.0,2.0,23.0,1800.0,-15.1,970.1,28.1,295.0,74.5,444.0,2012 2 23,True
2012-02-24 00:00:00,7.5804186,0.016809564,256.18436,264.6257,0.08943986,98304.4,0.33837068,271.46048,268.27002,0.11569824,2012.0,55.0,2.0,24.0,0.0,-12.4,969.6,22.9,291.0,44.0,444.0,2012 2 24,True
2012-02-24 06:00:00,6.8762302,0.4569678,256.5374,265.41382,0.08943986,98241.555,0.33837068,271.46048,267.94684,0.10758261,2012.0,55.0,2.0,24.0,600.0,-11.0,444.0,16.7,294.0,49.2,444.0,2012 2 24,True
2012-02-24 12:00:00,7.454658,0.4843978,256.2859,264.32202,0.08943986,98422.98,0.33837068,271.46048,266.63843,0.08848214,2012.0,55.0,2.0,24.0,1200.0,-14.0,973.3,19.0,297.0,62.0,444.0,2012 2 24,True
2012-02-24 18:00:00,6.6458726,0.6174797,255.61253,263.09674,0.08943986,98620.77,0.33837068,271.46048,266.1833,0.074853815,2012.0,55.0,2.0,24.0,1800.0,-16.6,444.0,19.4,292.0,65.0,444.0,2012 2 24,True
2012-02-25 00:00:00,6.3065047,0.7582037,255.39458,263.39984,0.08943986,98901.34,0.33343422,271.46017,267.68848,0.037721056,2012.0,56.0,2.0,25.0,0.0,-14.3,977.7,19.3,293.0,61.5,444.0,2012 2 25,True
2012-02-25 06:00:00,5.9160476,1.4604577,256.32037,264.34128,0.08943986,99101.06,0.33343422,271.46017,267.4114,0.06360436,2012.0,56.0,2.0,25.0,600.0,-12.0,978.9,18.0,284.0,52.0,444.0,2012 2 25,True
2012-02-25 12:00:00,7.534642,2.0647888,256.60184,263.25543,0.08943986,99355.555,0.33343422,271.46017,266.48468,0.17659242,2012.0,56.0,2.0,25.0,1200.0,-15.7,982.1,16.1,290.0,55.9,444.0,2012 2 25,True
2012-02-25 18:00:00,9.40844,2.2150726,257.4505,262.41977,0.08943986,99508.87,0.33343422,271.46017,266.36093,0.273442,2012.0,56.0,2.0,25.0,1800.0,-17.7,985.4,14.8,289.0,51.0,444.0,2012 2 25,True
2012-02-26 00:00:00,10.463488,2.5737545,256.61887,262.17618,0.08943986,99700.875,0.3735043,271.46048,267.21982,0.4234849,2012.0,57.0,2.0,26.0,0.0,-16.6,986.6,16.9,292.0,59.0,444.0,2012 2 26,True
2012-02-26 06:00:00,11.194813,1.8694376,255.65547,262.23575,0.08943986,99732.41,0.3735043,271.46048,266.86823,0.21019463,2012.0,57.0,2.0,26.0,600.0,-15.5,985.5,19.9,287.0,66.0,444.0,2012 2 26,True
2012-02-26 12:00:00,13.233652,1.6851568,254.22066,259.87775,0.08943986,99851.87,0.3735043,271.46048,265.0937,0.17035131,2012.0,57.0,2.0,26.0,1200.0,-18.6,985.8,27.3,284.0,444.0,444.0,2012 2 26,True
2012-02-26 18:00:00,13.828093,0.031715997,254.07715,259.4297,0.08943986,99963.27,0.3735043,271.46048,264.84833,0.2036174,2012.0,57.0,2.0,26.0,1800.0,-19.8,444.0,25.4,278.0,81.0,444.0,2012 2 26,True
2012-02-27 00:00:00,11.318995,-0.6284633,254.53796,261.31708,0.08943986,99924.08,0.32201847,271.46048,266.4532,0.7452291,2012.0,58.0,2.0,27.0,0.0,-17.4,985.4,21.4,283.0,70.9,444.0,2012 2 27,True
2012-02-27 06:00:00,6.781521,-1.6031575,256.01413,263.4208,0.08943986,99497.04,0.32201847,271.46048,266.81058,0.99912786,2012.0,58.0,2.0,27.0,600.0,-13.0,444.0,19.5,291.0,40.0,444.0,2012 2 27,True
2012-02-27 12:00:00,5.3488736,1.4183538,255.83368,263.15884,0.08943986,98915.29,0.32201847,271.46048,267.20615,1.0,2012.0,58.0,2.0,27.0,1200.0,-12.0,978.5,13.2,297.0,52.0,444.0,2012 2 27,True
2012-02-27 18:00:00,4.868441,2.313257,256.96545,263.54514,0.08943986,98697.48,0.32201847,271.46048,267.37772,1.0,2012.0,58.0,2.0,27.0,1800.0,-12.2,977.1,11.4,295.0,59.0,444.0,2012 2 27,True
2012-02-28 00:00:00,4.3958964,2.9629755,258.27612,265.0359,0.08943986,98937.33,0.44459364,271.46048,268.52393,0.99920094,2012.0,59.0,2.0,28.0,0.0,-9.9,978.9,9.2,294.0,55.8,444.0,2012 2 28,True
2012-02-28 06:00:00,5.5892735,2.1558833,258.30408,265.83044,0.08943986,99189.85,0.44459364,271.46048,268.4052,0.8875219,2012.0,59.0,2.0,28.0,600.0,-10.3,980.5,15.5,283.0,46.0,444.0,2012 2 28,True
2012-02-28 12:00:00,8.701069,-0.069490284,256.7239,263.84482,0.08943986,99435.86,0.44459364,271.46048,266.0793,0.6912612,2012.0,59.0,2.0,28.0,1200.0,-11.2,983.1,16.0,286.0,47.0,444.0,2012 2 28,True
2012-02-28 18:00:00,14.624967,-1.2027204,254.51007,261.8695,0.08943986,99352.81,0.44459364,271.46048,264.90872,0.04050832,2012.0,59.0,2.0,28.0,1800.0,-14.5,980.6,30.1,289.0,52.9,444.0,2012 2 28,True
2012-02-29 00:00:00,17.094416,-0.076347776,253.8998,261.88794,0.08943986,99147.73,0.43873823,271.46048,266.36343,0.07792699,2012.0,60.0,2.0,29.0,0.0,-12.9,976.6,29.1,275.0,39.0,444.0,2012 2 29,True
2012-02-29 06:00:00,15.179415,2.3452778,253.70636,261.83826,0.08943986,99244.766,0.43873823,271.46048,265.72986,0.10803879,2012.0,60.0,2.0,29.0,600.0,-13.9,980.6,24.8,278.0,63.1,444.0,2012 2 29,True
2012-02-29 12:00:00,16.897661,1.1941195,253.86765,261.5402,0.08943986,99327.87,0.43873823,271.46048,265.25018,0.017080188,2012.0,60.0,2.0,29.0,1200.0,-12.0,979.5,29.0,284.0,42.0,444.0,2012 2 29,True
2012-02-29 18:00:00,15.336703,0.20100303,254.37811,261.85233,0.08943986,99464.9,0.43873823,271.46048,265.0604,0.027169924,2012.0,60.0,2.0,29.0,1800.0,-12.6,444.0,24.9,285.0,35.0,444.0,2012 2 29,True
2012-03-01 00:00:00,14.401605,0.4182055,255.43802,263.56012,0.08943986,99398.92,0.16801542,271.466,266.43463,0.042248704,2012.0,61.0,3.0,1.0,0.0,-9.7,979.5,26.7,286.0,32.0,444.0,2012 3 1,True
2012-03-01 06:00:00,10.112129,3.6752834,255.24023,263.13312,0.08943986,99474.9,0.16801542,271.466,265.95776,0.017269725,2012.0,61.0,3.0,1.0,600.0,-9.2,982.0,18.8,279.0,37.0,444.0,2012 3 1,True
2012-03-01 12:00:00,8.316949,4.440272,255.58214,261.78305,0.08943986,99529.266,0.16801542,271.466,267.88858,0.2918136,2012.0,61.0,3.0,1.0,1200.0,-16.4,984.1,18.0,276.0,44.0,444.0,2012 3 1,True
2012-03-01 18:00:00,8.821808,3.9512398,255.73885,260.8238,0.08943986,99564.93,0.16801542,271.466,267.83502,0.470693,2012.0,61.0,3.0,1.0,1800.0,-18.1,986.0,12.0,281.0,45.3,444.0,2012 3 1,True
2012-03-02 00:00:00,9.422821,3.6416063,256.07816,261.4384,0.08943986,99693.06,0.3558695,271.46048,268.459,0.7652777,2012.0,62.0,3.0,2.0,0.0,-16.2,986.1,13.0,282.0,47.0,444.0,2012 3 2,True
2012-03-02 06:00:00,6.020748,4.928665,258.27863,263.32187,0.08943986,99764.586,0.3558695,271.46048,268.68954,0.9975159,2012.0,62.0,3.0,2.0,600.0,-15.8,988.0,13.6,286.0,49.0,444.0,2012 3 2,True
2012-03-02 12:00:00,7.469776,2.5061095,256.0282,261.33472,0.08943986,99967.234,0.3558695,271.46048,266.28195,0.97346336,2012.0,62.0,3.0,2.0,1200.0,-17.7,989.5,14.4,282.0,43.0,444.0,2012 3 2,True
2012-03-02 18:00:00,7.6651883,1.3639878,253.70485,259.26382,0.08943986,99988.29,0.3558695,271.46048,265.1625,0.48600543,2012.0,62.0,3.0,2.0,1800.0,-18.8,988.7,12.9,283.0,39.9,444.0,2012 3 2,True
2012-03-03 00:00:00,7.7559013,0.40001574,252.84981,259.18158,0.08943986,99917.055,0.47076404,271.46048,266.00668,0.40312076,2012.0,63.0,3.0,3.0,0.0,-16.0,987.1,16.3,285.0,39.0,444.0,2012 3 3,True
2012-03-03 06:00:00,8.454542,0.7545134,253.68153,259.99915,0.08943986,99686.805,0.47076404,271.46048,265.62427,0.3403512,2012.0,63.0,3.0,3.0,600.0,-15.3,985.3,13.9,281.0,39.0,444.0,2012 3 3,True
2012-03-03 12:00:00,9.964282,0.94091517,252.6232,258.0041,0.08943986,99592.62,0.47076404,271.46048,263.35107,0.28507814,2012.0,63.0,3.0,3.0,1200.0,-20.3,444.0,17.7,290.0,39.0,444.0,2012 3 3,True
2012-03-03 18:00:00,12.263717,0.9017752,252.64851,257.34427,0.08943986,99599.94,0.47076404,271.46048,263.2789,0.77064556,2012.0,63.0,3.0,3.0,1800.0,-21.4,986.1,17.9,292.0,43.1,444.0,2012 3 3,True
2012-03-04 00:00:00,11.006946,3.2740326,254.04308,258.55847,0.08943986,99755.73,0.48122066,271.46048,264.30582,0.9859565,2012.0,64.0,3.0,4.0,0.0,-21.1,988.0,16.9,295.0,42.0,444.0,2012 3 4,True
2012-03-04 06:00:00,8.15698,1.7179915,253.63998,259.0873,0.08943986,99788.73,0.48122066,271.46048,264.20215,0.97797734,2012.0,64.0,3.0,4.0,600.0,-18.7,986.5,16.6,292.0,37.0,444.0,2012 3 4,True
2012-03-04 12:00:00,6.203356,0.31819066,252.26161,257.92783,0.08943986,99800.9,0.48122066,271.46048,262.72617,0.460894,2012.0,64.0,3.0,4.0,1200.0,-21.4,444.0,19.5,295.0,41.0,444.0,2012 3 4,True
2012-03-04 18:00:00,6.325988,0.6168986,251.86955,257.07385,0.08943986,99707.75,0.48122066,271.46048,261.9314,0.5746354,2012.0,64.0,3.0,4.0,1800.0,-22.5,985.2,20.9,300.0,38.0,444.0,2012 3 4,True
2012-03-05 00:00:00,6.8973427,1.7239773,252.54199,257.86554,0.08943986,99748.805,0.52251536,271.4601,263.4982,0.60997313,2012.0,65.0,3.0,5.0,0.0,-19.9,987.0,14.2,300.0,41.7,444.0,2012 3 5,True
2012-03-05 06:00:00,6.3955603,1.4196904,253.27487,259.25613,0.08943986,99573.31,0.52251536,271.4601,263.55533,0.38139203,2012.0,65.0,3.0,5.0,600.0,-17.2,985.7,10.1,310.0,44.0,444.0,2012 3 5,True
2012-03-05 12:00:00,6.2764516,0.98368734,253.24771,258.36063,0.08943986,99532.086,0.52251536,271.4601,261.93616,0.27858645,2012.0,65.0,3.0,5.0,1200.0,-19.5,985.3,11.0,305.0,49.4,444.0,2012 3 5,True
2012-03-05 18:00:00,6.359144,0.45781055,252.13939,257.22504,0.08943986,99434.28,0.52251536,271.4601,261.323,0.46496907,2012.0,65.0,3.0,5.0,1800.0,-21.5,984.6,9.7,297.0,43.0,444.0,2012 3 5,True
2012-03-06 00:00:00,6.5773263,-1.8031002,251.34818,258.39792,0.08943986,99317.1,0.5602635,271.46048,262.92218,0.11855779,2012.0,66.0,3.0,6.0,0.0,-17.1,980.0,19.8,298.0,34.3,444.0,2012 3 6,True
2012-03-06 06:00:00,7.6265373,-2.8487227,251.84491,259.19373,0.08943986,99009.98,0.5602635,271.46048,262.75073,0.15243946,2012.0,66.0,3.0,6.0,600.0,-17.5,975.5,27.1,284.0,33.0,444.0,2012 3 6,True
2012-03-06 12:00:00,8.686712,-2.6414287,250.89093,257.17813,0.08943986,98789.805,0.5602635,271.46048,260.90552,0.1919459,2012.0,66.0,3.0,6.0,1200.0,-22.9,973.6,29.5,290.0,37.0,444.0,2012 3 6,True
